langcode,title,field_a2zpublisher,field_a2zsubject,field_a2zurl,field_author,field_isbn,field_vol,field_year
,Landscape of Pervasive Computing Standards,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02480-1,Sumi Helal,9783031024801,,2010
,Language and Automata Theory and Applications,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-40608-0,"Alberto Leporati, Carlos Martín-Vide, Dana Shapira, Claudio Zandron",9783030406080,,2020
,Language Change and Linguistic Diversity,DeGruyter,Linguistics and Semiotics,https://www.degruyter.com/isbn/9781474488143,Thiago Costa Chacon,9781474488143,,2022
,"Language Design and Programming Methodology Proceedings of a Symposium Held in Sydney, Australia, 10–11 September, 1979",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-09745-7,Jeffrey M. Tobias,9783540385790,79,1980
,Language Hierarchies and Interfaces,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-07994-7,"Friedrich L. Bauer, E. W. Dijkstra, A. Ershov, M. Griffiths, C. A. R. Hoare, W. A. Wulf, Klaus Samelson",9783540379720,46,1976
,Language of Images,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-52620-7,Maria Giulia Dondero,9783030526207,,2020
,"Language, Culture, and Mind",Cambridge University Press,"Anthropology, Language and Linguistics",https://doi.org/10.1017/CBO9780511711893,Kockelman,9780511711893,,2012
,"Languages and Compilers for Parallel Computing: 5th International Workshop New Haven, Connecticut, USA",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-57502-2,"Utpal Banerjee, David Gelernter, Alex Nicolau, David Padua",9783540482017,757,1993
,"Languages and Compilers for Parallel Computing: 6th International Workshop Portland, Oregon, USA",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-57659-2,"Utpal Banerjee, David Gelernter, Alex Nicolau, David Padua",9783540483083,768,1994
,"Languages and Compilers for Parallel Computing: 7th International Workshop Ithaca, NY, USA",Springer,Computer Science,http://dx.doi.org/10.1007/BFb0025866,"Keshav Pingali, Utpal Banerjee, David Gelernter, Alex Nicolau, David Padua",9783540491347,892,1995
,"Languages and Compilers for Parallel Computing: 8th International Workshop, LCPC '95 Columbus, Ohio, USA",Springer,Computer Science,http://dx.doi.org/10.1007/BFb0014187,"Chua-Huang Huang, Ponnuswamy Sadayappan, Utpal Banerjee, David Gelernter, Alex Nicolau, David Padua",9783540494461,1033,1996
,"Languages and Compilers for Parallel Computing: Fourth International Workshop Santa Clara, California",Springer,Computer Science,http://dx.doi.org/10.1007/BFb0038653,"Utpal Banerjee, David Gelernter, Alex Nicolau, David Padua",9783540470632,589,1992
,Large Scale Structures in Nonlinear Physics,Springer,Physics,http://dx.doi.org/10.1007/3-540-54899-8,"Jean-Daniel Fournier, Pierre-Louis Sulem",9783540464693,392,1991
,Large Sparse Numerical Optimization,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-12914-6,Thomas F. Coleman,9783540387961,165,1984
,Large-Scale Disk Failure Prediction,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-7749-9,"Cheng He, Mengling Feng, Patrick P. C. Lee, Pinghui Wang, Shujie Han, Yi Liu",9789811577499,,2020
,"Large-scale Graph Analysis: System, Algorithm and Optimization",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-3928-2,"Yingxia Shao, Bin Cui, Lei Chen",9789811539282,,2020
,Large-Scale Scientific Computing,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-41032-2,"Ivan Lirkov, Svetozar Margenov",9783030410322,,2020
,Large-Scale Structures in the Universe Observational and Analytical Methods,Springer,Physics,http://dx.doi.org/10.1007/3-540-50135-5,"W. C. Seitter, H. W. Duerbeck, M. Tacke",9783540459385,310,1988
,Laser Ablation Mechanisms and Applications,Springer,Physics,http://dx.doi.org/10.1007/BFb0048346,"John C. Miller, Richard F. Haglund",9780387348186,389,1991
,Laser fundamentals,Cambridge University Press,Physics and Astronomy,https://doi.org/10.1017/CBO9780511616426,Silfvast,9780511616426,2nd ed.,2015
,Laser Physics,Springer,Physics,http://dx.doi.org/10.1007/3-540-12305-9,"J. D. Harvey, D. F. Walls",9783540398912,182,1983
,"Laser Spectroscopy for Sensing : Fundamentals, Techniques and Applications",Woodhead Publishing,Materials Science,https://www.sciencedirect.com/science/book/9780857092731,"Baudelet, M",,,2014
,Laser-Matter Interaction for Radiation and Energy,CRC Press,"Optics , Optoelectronics","http://www.taylorfrancis.com/books/Optics , Optoelectronics",Hitendra K. Malik,9781315396026,,2021
,Lasers : Fundamentals and Applications,Springer Nature,Physics and Astronomy,https://doi.org/10.1007/978-1-4419-6442-7,"K. Thyagarajan, Ajoy Ghatak",9781441964427,,2011
,Lasers in Chemical and Biological Sciences,New Age International,"Engineering , Chemical & Biochemical , Science , Life Sciences",http://elib4u.ipublishcentral.com/product/lasers-in-chemical-biological-sciences ,"S Chopra  , H M Chawla",9788122470543,,1992
,Late Stages of Stellar Evolution Computational Methods in Astrophysical Hydrodynamics,Springer,Physics,http://dx.doi.org/10.1007/BFb0032277,C. B. Loore,9783540469216,373,1991
,Latency and Distortion of Electromagnetic Trackers for Augmented Reality Systems,Synthesis Collection of Technology (R0),"Fields, Waves and Electromagnetics, Computing and Processing",https://doi.org/10.1007/978-3-031-01522-9,"Henry Himberg, Yuichi Motai",9783031015229,,2014
,Latent Class Analysis,SAGE Publications Ltd,Latent Class Analysis,https://doi.org/10.4135/9781412984713,Allan L. McCutcheon,9781412984713,,1987
,Latent Class Scaling Analysis,SAGE Publications Ltd,Latent Class Analysis,https://doi.org/10.4135/9781412984720,C. Mitchell Dayton,9781412984720,,1999
,Latent Growth Curve Modeling,SAGE Publications Ltd,Curve Modeling,https://doi.org/10.4135/9781412984737,Kristopher J. Preacher; Nancy E. Briggs; Aaron L. Wichman; Robert C. MacCallum,9781412984737,,2008
,Latent Semantic Mapping,Synthesis Collection of Technology (R0),Signal Processing and Analysis,https://doi.org/10.1007/978-3-031-02556-3,Jerome R. Bellegarda,9783031025563,,2007
,LATIN 2020: Theoretical Informatics,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-61792-9,"Yoshiharu Kohayakawa, Flávio Keidi Miyazawa",9783030617929,,2020
,LATIN '92,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0023811,Imre Simon,9783540470120,583,1992
,LATIN '95: Theoretical Informatics,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-59175-3,"Ricardo Baeza-Yates, Eric Goles, Patricio V. Poblete",9783540492207,911,1995
,Lattice Boltzmann Modeling of Complex Flows for Engineering Applications,Institute of Physics Publishing ,"Physcis , Mathematics and computation",https://iopscience.iop.org/book/978-1-6817-4672-2,"Montessori, A",9781681746739,,2017
,Lattice-Based Cryptosystems,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-8427-5,"Jiang Zhang, Zhenfeng Zhang",9789811584275,,2020
,Lattices over Orders I,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0068796,"Klaus W. Roggenkamp, Verena Huber-Dyson",9783540362371,115,1970
,Lattices over Orders II,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0058955,Klaus W. Roggenkamp,9783540363019,142,1970
,Law and Prediction in the Light of Chaos Research,Springer,Physics,http://dx.doi.org/10.1007/BFb0101863,"Paul Weingartner, Gerhard Schurz",9783540706939,473,1996
,Laws of Large Numbers for Normed Linear Spaces and Certain Fréchet Spaces,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0069731,"W. J. Padgett, R. L. Taylor",9783540379041,360,1973
,Layout Techniques in MOSFETs,Synthesis Collection of Technology (R0),"Components, Circuits, Devices and Systems, Fields, Waves and Electromagnetics",https://doi.org/10.1007/978-3-031-02031-5,Salvador Pinillos Gimenez,9783031020315,,2016
,Lê Cycles and Hypersurface Singularities,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0094409,David B. Massey,9783540455219,1615,1995
,Le Mouvement Brownien Relativiste,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0089079,Jean-Pierre Caubet,9783540375388,559,1976
,Le Spectre d’une Variété Riemannienne,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0064643,"Marcel Berger, Paul Gauduchon, Edmond Mazet",9783540365471,194,1971
,Leadership Concepts for the Engineering Mindset,Synthesis Collection of Technology (R0),Computer Science,https://doi.org/10.1007/978-3-031-67798-4,Deandra Cassone,9783031677984,,2025
,Leadership for Intellectual Disability Service,Taylor & Francis,"Economics, Finance, Business & Industry, Business, Management and Marketing",www.taylorfrancis.com/books/9781351172400,"Sheerin , Fintan",9781351172400,,2019
,Learing Deep Learing ,Pearson,STEM,https://ebooks.elibrary.in.pearson.com/wr/launchbook.html?id=10032022,Magnus Ekman,9789356065215,,2022
,Learner-Centered Design of Computing Education,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02216-6,Mark Guzdial,9783031022166,,2016
,"Learning and Collaboration Technologies. Designing, Developing and Deploying Learning Experiences",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-50513-4,"Panayiotis Zaphiris, Andri Ioannou",9783030505134,,2020
,Learning and Collaboration Technologies. Human and Technology Ecosystems,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-50506-6,"Panayiotis Zaphiris, Andri Ioannou",9783030505066,,2020
,Learning and Decision-Making from Rank Data,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-01582-3,Lirong Xia,9783031015823,,2019
,Learning for Decision and Control in Stochastic Networks,Synthesis Collection of Technology (R0),Machine Learning,https://doi.org/10.1007/978-3-031-31597-8,Longbo Huang,9783031315978,,2023
,Learning from Multiple Social Networks,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-02300-2,"Liqiang Nie, Xuemeng Song, Tat-Seng Chua",9783031023002,,2016
,Learning Programming Using Matlab,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02017-9,Khalid Sayood,9783031020179,,2007
,Learning Statistics Using R,SAGE Publications Ltd,Statistics,https://doi.org/10.4135/9781506300160,Randall E. Schumacker,9781506300160,,2015
,Learning to Play,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-59238-7,Aske Plaat,9783030592387,,2020
,Learning to Rank for Information Retrieval and Natural Language Processing,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02141-1,Hang Li,9783031021411,,2011
,Learning to Rank for Information Retrieval and Natural Language Processing,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-02155-8,Hang Li,9783031021558,2nd ed.,2015
,Learning to Read Critically in Language and Literacy,SAGE Publications Ltd,Language arts (Higher),https://doi.org/10.4135/9781849209410,Andrew Goodwyn; Andrew W Stables,9781849209410,,2005
,Learning to Read Critically in Teaching and Learning,SAGE Publications Ltd,"Critical thinking, Study and teaching",ttps://doi.org/10.4135/9780857024466,Mike Wallace; Louise Poulson,9780857024466,,2004
,Learning with Support Vector Machines,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01552-6,"Colin Campbell, Yiming Ying",9783031015526,,2011
,Learning-Based Reconfigurable Multiple Access Schemes for Virtualized MTC Networks,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-60382-3,"Tho Le-Ngoc, Atoosa Dalili Shoaei",9783030603823,,2020
,Lecture Notes in Algebraic Topology,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/035/,James F. Davis; Paul Kirk,9781470420888, ,2001
,Lecture Notes in Physics,Springer,Physics,http://dx.doi.org/10.1007/BFb0107342,"H. Araki, J. Ehlers, K. Hepp, R. Kippenhahn, H.A. Weidenmüller, J. Zittartz, W. Beiglböck, J.M. Jowett, M. Month, S. Turner",9783540397922,247,1986
,Lectures in Modern Analysis and Applications I,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0099980,"M. F. Atiyah, J. Eells, K. M. Hoffman, L. Hörmander, C. E. Rickart, H. Rossi, S. Smale, F. Treves, J. Wermer",9783540361459,103,1969
,Lectures in modern analysis and applications II,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0100062,"J. Glimm, L. Gross, Harish-Chandra, R. V. Kadison, D. Ruelle, I. E. Segal",9783540362982,140,1970
,Lectures in Modern Analysis and Applications III,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0079063,"R. M. Dudley, J. Feldman, B. Kostant, R. P. Langlands, E. M. Stein",9783540364177,170,1970
,Lectures in Probability and Statistics,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0075871,"Catherine Huber, Hermann Rost, Victor Solo, John B. Walsh",9783540470922,1215,1986
,Lectures in Set Theory with Particular Emphasis on the Method of Forcing,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0061131,Thomas J. Jech,9783540368823,217,1971
,"Lectures in Statistical Physics: Advanced School for Statistical Mechanics and Thermodynamics Austin, Texas/USA",Springer,Physics,http://dx.doi.org/10.1007/BFb0008851,"J. Ehlers, J. Ford, C. George, R. Miller, E. Montroll, W. C. Schieve, J. S. Turner",9783540380061,28,1974
,"Lectures in Statistical Physics: From the Advanced School for Statistical Mechanics and Thermodynamics Austin, Texas USA",Springer,Physics,http://dx.doi.org/10.1007/3-540-05418-9,"R. Balescu, J. L. Lebowitz, I. Prigogine, P. Résibois, Z. W. Salsburg",9783540365358,7,1971
,Lectures on Algebraic and Differential Topology,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0058508,"R. Bott, S. Gitler, I. M. James",9783540376163,279,1972
,Lectures on Analytic Differential Equations,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/086/,Yulij Ilyashenko; Sergei Yakovenko,9781470421168, ,2007
,Lectures on Density Wave Theory,Springer,Physics,http://dx.doi.org/10.1007/3-540-08448-7,K. Rohlfs,9783540370666,69,1977
,Lectures on Elliptic and Parabolic Equations in Holder Spaces,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/012/,N. V. Krylov,9781470420703, ,1996
,Lectures on Elliptic and Parabolic Equations in Sobolev Spaces,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/096/,N. V. Krylov,9781470421212, ,2008
,Lectures on Financial Mathematics,Synthesis Collection of Technology (R0),General Topics for Engineers,https://doi.org/10.1007/978-3-031-02399-6,"Greg Anderson, Alec Kercheval",9783031023996,,2010
,Lectures on Formally Real Fields,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0101548,Alexander Prestel,9783540390930,1093,1984
,Lectures on Geometric Quantization,Springer,Physics,http://dx.doi.org/10.1007/3-540-07860-6,"D. J. Simms, N. M. J. Woodhouse",9783540381112,53,1976
,Lectures on Gleason Parts,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0071115,Herbert S. Bear,9783540362555,121,1970
,Lectures on Injective Modules and Quotient Rings,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0074319,Carl Faith,9783540355519,49,1967
,Lectures on Integrable Systems,Springer,Physics,http://dx.doi.org/10.1007/978-3-540-47274-2,Jens Hoppe,9783540472742,10,1992
,Lectures on Linear Partial Differential Equations,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/123/,Gregory Eskin,9781470411848, ,2011
,Lectures on n-Dimensional Quasiconformal Mappings,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0061216,Jussi Väisälä,9783540369370,229,1971
,Lectures on Non-Standard Analysis,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0101447,"Moshé Machover, Joram Hirschfeld",9783540361299,94,1969
,Lectures on Operator Algebras,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0058550,"A. Dold, B. Eckmann",9783540371175,247,1972
,Lectures on p-Divisible Groups,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0060741,Michel Demazure,9783540380795,302,1972
,Lectures on Prediction Theory,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0074242,K. Urbanik,9783540355243,44,1967
,Lectures on Probability Theory and Statistics,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0095673,"Roland Dobrushin, Piet Groeneboom, Michel Ledoux",9783540496359,1648,1996
,Lectures on Probability Theory: Ecole d'Eté de Probabilités de Saint-Flour XXII-1992,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0073871,"Dominique Bakry, Richard D. Gill, Stanislav A. Molchanov",9783540485681,1581,1994
,Lectures on Probability Theory: Ecole d'Eté de Probabilités de Saint-Flour XXIII—1993,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0095745,"Philippe Biane, Richard Durrett",9783540494027,1608,1995
,Lectures on Pseudo-Differential Operators,Princeton University Press,"General Mathematics , General Mathematics",http://www.degruyter.com/isbn/9781400870486,"Stein, Elias M. / Nagel, Alexander",9781400870486,,1979
,Lectures on Quantum Field Theory,World Scientific,"Physics, Quantum Physics / Quantum Mechanics / Quantum Information",https://www.worldscientific.com/worldscibooks/10.1142/6938#t=toc,Das Ashok,9789812832870,,2008
,Lectures on Quantum Groups,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/006/,Jens Carsten Jantzen,9781470420673, ,1995
,Lectures on Quantum Mechanics,Cambridge University Press,"Mathematics,Physics and Astronomy, Mathematical Physics,Theoretical Physics and Mathematical Physics",https://doi.org/10.1017/CBO9781316276105,Weinberg,9781316276105,2nd ed.,2012
,Lectures on Rings and Modules,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0059562,"A. Dold, B. Eckmann",9783540371816,246,1972
,Lectures on Seiberg-Witten Invariants,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0092948,John D. Moore,9783540685920,1629,1996
,Lectures on String Theory,Springer,Physics,http://dx.doi.org/10.1007/BFb0113507,"Dieter Lüst, Stefan Theisen",9783540468578,346,1989
,Lectures on Summability,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0060951,A. Peyerimhoff,9783540361527,107,1969
,Lectures on the Action of a Finite Group,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0079602,Pierre E. Conner,9783540359159,73,1968
,Lectures on the Applications of Sheaves to Ring Theory,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0058562,"A. Dold, B. Eckmann",9783540370819,248,1971
,Lectures on the Complexity of Bilinear Problems,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0020719,Hans F. Groote,9783540473985,245,1987
,Lectures on the Eilenberg-Moore Spectral Sequence,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0060347,Larry Smith,9783540362869,134,1970
,Lectures on the Orbit Method,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/064/,A. A. Kirillov,9781470417994, ,2004
,Lectures on the Physics of Extreme States of Matter,Institute of Physics Publishing ,"Physcis , Condensed matter",https://iopscience.iop.org/book/978-0-7503-2128-0,"Fortov, V E",9780750321266,,2019
,Lectures on the Theory of Algebraic Functions of One Variable,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0060944,Max Deuring,9783540383680,314,1973
,Lectures on Transcendental Numbers,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0081107,Kurt Mahler,9783540379812,546,1976
,Left principal ideal rings,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0060430,A. V. Jategaonkar,9783540362586,123,1970
,Leibniz and the Natural World,Springer Netherlands,"Philosophy, History of Philosophy, Philosophy of Nature",http://link.springer.com/10.1007/1-4020-3401-6,"Phemister, Pauline",9781402034015,,2005
,Lens Design — Automatic and quasi-autonomous computational methods and techniques,Institute of Physics Publishing ,"Physcis , Optics and photonics",https://iopscience.iop.org/book/978-0-7503-1611-8,"Dilworth, D",9780750316095,,2018
,Lens Design Basics — Optical design problem-solving in theory and practice,Institute of Physics Publishing ,"Physcis , Optics and photonics",https://iopscience.iop.org/book/978-0-7503-2240-9,"Gerhard, C",9780750322386,,2020
,Lens design fundamentals,Academic Press,Engineering ,https://www.sciencedirect.com/science/book/9780123743015,"Barry Johnson, Rudolf Kingslake",,2nd ed.,2009
,Les Courants Résiduels Associés à une Forme Méromorphe,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0068349,"Nicolas R. Coleff, Miguel E. Herrera",9783540359357,633,1978
,Les Equations de von Kármán,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0091528,"Philippe G. Ciarlet, Patrick Rabier",9783540383369,826,1980
,Les foncteurs derives de lim et leurs applications en theorie des modules,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0058395,C. U. Jensen,9783540371229,254,1972
,"Les instabilitiés hydrodynamiques en convection libre, forcée et mixte",Springer,Physics,http://dx.doi.org/10.1007/3-540-08652-8,"Jean-Claude Legros, Jean Karl Platten",9783540359326,72,1978
,Les Modèles Asymptotiques de la Mécanique des Fluides 1,Springer,Physics,http://dx.doi.org/10.1007/BFb0030982,Radyadour Kh. Zeytounian,9783540397878,245,1986
,Les Modèles Asymptotiques de la Mécanique des Fluides II,Springer,Physics,http://dx.doi.org/10.1007/BFb0028912,Radyadour Kh. Zeytounian,9783540478317,276,1987
,Les Ondelettes en 1989,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0083510,Pierre Gilles Lemarié,9783540471790,1438,1990
,"Leveraging Applications of Formal Methods, Verification and Validation: Applications",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-61467-6,"Tiziana Margaria, Bernhard Steffen",9783030614676,,2020
,"Leveraging Applications of Formal Methods, Verification and Validation: Engineering Principles",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-61470-6,"Tiziana Margaria, Bernhard Steffen",9783030614706,,2020
,"Leveraging Applications of Formal Methods, Verification and Validation: Verification Principles",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-61362-4,"Tiziana Margaria, Bernhard Steffen",9783030613624,,2020
,Leveraging Constraints for Innovation - New Product Development Essentials from the PDMA,Wiley,"Business, Economics, Finance & Accounting, Business & Management",https://onlinelibrary.wiley.com/doi/book/10.1002/9781119390299,Gurtner,9781119390299,,2018
