langcode,title,field_a2zpublisher,field_a2zsubject,field_a2zurl,field_author,field_isbn,field_vol,field_year
,"Ergodic Theory, Entropy",Springer,Mathematics,http://dx.doi.org/10.1007/BFb0066086,Meir Smorodinsky,9783540368793,214,1971
,"Ergonomic Workplace Design for Health, Wellness, and Productivity",CRC Press,Workplace Ergonomics,http://www.taylorfrancis.com/books/Workplace Ergonomics,Alan Hedge,9781315374000,,2016
,Ergonomics,Springer Nature,"Humanities, Social Sciences and Law",https://link.springer.com/openurl?genre=book&isbn=978-94-009-5878-4,K. Murrell,9789400958784,,1965
,Error and Inference,Cambridge University Press,"Statistics and Probability,Philosophy, Philosophy of Science,Statistical Theory and Methods",https://doi.org/10.1017/CBO9780511657528,Mayo/Spanos,9780511657528,,2010
,"Error Control, Cryptology, and Speech Compression",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-58265-7,"Andrew Chmora, Stephen B. Wicker",9783540485889,829,1994
,Error Detection and Recovery in Robotics,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0039640,Bruce R. Donald,9780387347844,336,1988
,Eruptive Solar Flares,Springer,Physics,http://dx.doi.org/10.1007/3-540-55246-4,"Zdeněk Švestka, Bernard V. Jackson, Marcos E. Machado",9783540467946,399,1992
,ESEC '87,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0022092,"Howard Nichols, Dan Simpson",9783540481171,289,1987
,ESEC '89,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-51635-2,"C. Ghezzi, J. A. McDermid",9783540467236,387,1989
,ESEC '91,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-54742-8,"Axel Lamsweerde, Alfonso Fugetta",9783540464464,550,1991
,ESOP 86,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-16442-1,"Bernard Robinet, Reinhard Wilhelm",9783540397823,213,1986
,ESOP '88,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-19027-9,H. Ganzinger,9783540389415,300,1988
,ESOP '90,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-52592-0,Neil Jones,9783540470458,432,1990
,ESOP '92,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-55253-7,Bernd Krieg-Brückner,9783540468035,582,1992
,Espaces de Fonctions Continues,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0079245,Jean Schmets,9783540382263,519,1976
,Espaces de Poisson des Groupes Localement Compacts,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0059352,Robert Azencott,9783540363118,148,1970
,Espaces d'Interpolation Réels: Topologie et Géométrie,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0068827,Bernard Beauzamy,9783540357544,666,1978
,Espaces harmoniques associés aux opérateurs différentiels linéaires du second ordre de type elliptique,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0097558,"N. Boboc, P. Mustaţă",9783540358824,68,1968
,Essential Analytic Heat Transfer,Synthesis Collection of Technology (R0),Thermodynamics,https://doi.org/10.1007/978-3-031-59087-0,C.Y. Wang,9783031590870,,2024
,Essential Analytic Laminar Flow,Synthesis Collection of Technology (R0),Fluid Dynamics,https://doi.org/10.1007/978-3-031-36449-5,C.Y. Wang,9783031364495,,2024
,Essential Classical Mechanics for Device Physics,Institute of Physics Publishing ,"Physcis , Classical physics",https://iopscience.iop.org/book/978-1-6817-4413-1,"Levi, A F J",9781681744124,,2016
,Essential Engineering Thermodynamics,Synthesis Collection of Technology (R0),"General Topics for Engineers, Geoscience, Power, Energy and Industry Applications",https://doi.org/10.1007/978-3-031-79621-0,Yumin Zhang,9783031796210,,2018
,Essential First Steps to Data Analysis,SAGE Publications Ltd,Data Analysis,https://doi.org/10.4135/9781506335148,Carol S. Parke,9781506335148,,2013
,Essential Fluid Dynamics for Scientists,Institute of Physics Publishing ,"Physcis , Classical physics",https://iopscience.iop.org/book/978-1-6817-4597-8,"Braithwaite, J",9781681745961,,2017
,Essential Guide to Postgraduate Study,SAGE Publications Ltd,Universities and colleges,https://doi.org/10.4135/9780857020031,David Wilkinson,9780857020031,,2005
,Essential Guide to Using the Web for Research,SAGE Publications Ltd,"Research, Methodology",https://doi.org/10.4135/9781446287927,Nigel Ford,9781446287927,,2012
,Essential Mathematical Methods for Physicists,Elsevier,Mathematical physics,https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=286681&query=,"Weber, Hans J.; Arfken, George",9780080469850,,2003
,"Essential Mathematics for the Physical Sciences — Homogeneous boundary value problems, Fourier methods, and special functions: Volume I",Institute of Physics Publishing ,"Physcis , Mathematics and computation",https://iopscience.iop.org/book/978-1-6817-4485-8,"Borden, B",9781681744858,,2017
,Essential Perturbation Methods,Synthesis Collection of Technology (R0),Engineering Mathematics,https://doi.org/10.1007/978-3-031-26545-7,C.Y. Wang,9783031265457,,2023
,Essential Principles for Autonomous Robotics,Synthesis Collection of Technology (R0),"Robotics and Control Systems, Components, Circuits, Devices and Systems, General Topics for Engineers",https://doi.org/10.1007/978-3-031-01563-2,Henry Hexmoor,9783031015632,,2013
,Essential Semiconductor Laser Device Physics,Institute of Physics Publishing ,"Physcis , Optics and photonics",https://iopscience.iop.org/book/978-1-6432-7028-9,"Levi, A F J",9781643270258,,2018
,Essentials of Applied Mathematics for Engineers and Scientists,Synthesis Collection of Technology (R0),General Topics for Engineers,https://doi.org/10.1007/978-3-031-02404-7,Robert Watts,9783031024047,2nd ed.,2012
,Essentials of Applied Mathematics for Scientists and Engineers,Synthesis Collection of Technology (R0),General Topics for Engineers,https://doi.org/10.1007/978-3-031-79300-4,Robert Watts,9783031793004,,2008
,Essentials of Game Theory,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01545-8,"Kevin Leyton-Brown, Yoav Shoham",9783031015458,,2008
,Essentials of Marketing Research,SAGE Publications Ltd,Marketing Research,https://doi.org/10.4135/9781483384726,Kenneth E. Clow; Karen E. James,9781483384726,,2014
,Essentials of Modern Software Engineering: Free the Practices from the Method Prisons,Association for Computing Machinery,Engineering,https://dl.acm.org/citation.cfm?id=3277669,"Ivar Jacobson, Harold “Bud” Lawson, Pan-Wei Ng, Paul E. McMahon, Michael Goedicke",9781947487260,,2019
,Essentials of Python for Artificial Intelligence and Machine Learning,Synthesis Collection of Technology (R0),Computer Science,https://doi.org/10.1007/978-3-031-43725-0,"Pramod Gupta, Anupam Bagchi",9783031437250,,2024
,Estimating the Query Difficulty for Information Retrieval,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02272-2,"David Carmel, Elad Yom-Tov",9783031022722,,2010
,Estimation of Cortical Connectivity in Humans,Synthesis Collection of Technology (R0),Bioengineering,https://doi.org/10.1007/978-3-031-01622-6,"Laura Astolfi, Fabio Babiloni",9783031016226,,2008
,Etale Homotopy,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0080957,"M. Artin, B. Mazur",9783540361428,100,1969
,Ethical Tech Startup Guide,Synthesis Collection of Technology (R0),Business Ethics,https://doi.org/10.1007/978-3-031-18780-3,Ron Baecker,9783031187803,,2023
,Ethics and Business: An Integrated Approach for Business and Personal Success,Wiley India,Management,https://ebooks.wileyindia.com/product-details/449778,Godfrey,9789357469104,,2023
,Ethics and Education Research,SAGE Publications Ltd,"Education,  Research",https://doi.org/10.4135/9781473909762,Rachel Brooks; Kitty te Riele; Meg Maguire,9781473909762,,2014
,Ethics and Values in Applied Social Research,SAGE Publications Ltd,"Social sciences,  Research",https://doi.org/10.4135/9781412984096,Allan Kimmel,9781412984096,,1988
,Ethics for Bioengineers,Synthesis Collection of Technology (R0),Bioengineering,https://doi.org/10.1007/978-3-031-01646-2,Monique Frize,9783031016462,,2012
,Ethics in Design and Communication,Bloomsbury Design Library 2020 Collection,Design -- Moral and ethical aspects,https://doi.org/10.5040/9781350077027?locatt=label:secondary_bloomsburyVisualArts,Laura Scherling and Andrew DeRosa (eds),9781350077027,,2020
,Ethics in Qualitative Research,SAGE Publications Ltd,Qualitative research,https://doi.org/10.4135/9781849209090,Maxine Birch; Melanie Mauthner; Julie Jessop; Tina Miller,9781849209090,,2002
,Ethics in Qualitative Research,SAGE Publications Ltd,"Qualitative research, Moral and ethical",https://doi.org/10.4135/9781473913912,Maxine Birch; Melanie Mauthner; Julie Jessop; Tina Miller,9781473913912,2nd ed.,2012
,Ethics in Qualitative Research,SAGE Publications Ltd,"Qualitative research, Moral and ethical",https://doi.org/10.4135/9781473957619,Martyn Hammersley; Anna Traianou,9781473957619,,2012
,Ethics of Research with Children and Young People,SAGE Publications Ltd,"Children, Research",https://doi.org/10.4135/9781446268377,Priscilla Alderson; Virginia Morrow,9781446268377,,2011
,Ethnographer's Method,SAGE Publications Ltd,"Ethnology, Field work",https://doi.org/10.4135/9781412986144,Alex Stewart,9781412986144,,1998
,Ethnographic Decision Tree Modeling,SAGE Publications Ltd,"Ethnography,  Methodology",https://doi.org/10.4135/9781412984102,C. H. Gladwin,9781412984102,,1989
,Ethnographic Self,SAGE Publications Ltd,"Ethnology, Research",https://doi.org/10.4135/9780857020048,Amanda Coffey,9780857020048,,1999
,Ethnography for Designers,Routledge,Design,http://www.taylorfrancis.com/books/Design,Galen Cranz,9781315651262,,2016
,Ethnography in Education,SAGE Publications Ltd,Educational anthropology,https://doi.org/10.4135/9781446251201,David Mills; Missy Morton,9781446251201,,2013
,Ethnography in Organizations,SAGE Publications Ltd,"Ethnology, Methodology",https://doi.org/10.4135/9781412984119,Helen B. Schwartzman,9781412984119,,1992
,Ethnomethodology,SAGE Publications Ltd,Ethnomethodology,https://doi.org/10.4135/9781412984126,Alain Coulon,9781412984126,,1995
,Ethnostatistics,SAGE Publications Ltd,"Social sciences, Statistical methods",https://doi.org/10.4135/9781412984133,Robert P. Gephart,9781412984133,,1988
,Etude Géométrique des Espaces Vectoriels,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0080456,"Jacques Bair, René Fourneau",9783540379386,489,1975
,Etude Géometrique des Espaces Vectoriels II Polyèdres et Polytopes Convexes,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0089008,"Jacques Bair, René Fourneau",9783540392934,802,1980
,Euclidean Harmonic Analysis,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0087664,John J. Benedetto,9783540386025,779,1980
,EUROCAL '85: European Conference on Computer Algebra Linz Vol 1,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-15983-5,Bruno Buchberger,9783540396840,203,1985
,EUROCAL '85: European Conference on Computer Algebra Linz Vol II,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-15984-3,Bob F. Caviness,9783540396857,204,1985
,Eurocal '87,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-51517-8,James H. Davenport,9783540482079,378,1989
,EUROCODE '90,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-54303-1,"Gérard Cohen, Pascale Charpin",9783540475460,514,1991
,Euro-Par 2019: Parallel Processing Workshops,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-48340-1,"Ulrich Schwardmann, Christian Boehme, Dora B. Heras, Valeria Cardellini, Emmanuel Jeannot, Antonio Salis, Claudio Schifanella, Ravi Reddy Manumachu, Dieter Schwamborn, Laura Ricci, Oh Sangyoon, Thomas Gruber, Laura Antonelli, Stephen L. Scott",9783030483401,,2020
,Euro-Par 2020: Parallel Processing,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-57675-2,"Maciej Malawski, Krzysztof Rzadca",9783030576752,,2020
,EURO-PAR '95 Parallel Processing,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0020448,"Seif Haridi, Khayri Ali, Peter Magnusson",9783540447696,966,1995
,Euro-Par'96 Parallel Processing: Second International Euro-Par Conference Lyon Volume I,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-61626-8,"Luc Bougé, Pierre Fraigniaud, Anne Mignotte, Yves Robert",9783540706335,1123,1996
,Euro-Par'96 Parallel Processing: Second International Euro-Par Conference Lyon Volume II,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0024677,"Luc Bougé, Pierre Fraigniaud, Anne Mignotte, Yves Robert",9783540706366,1124,1996
,EUROSAM 84,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0032823,John Fitch,9783540388937,174,1984
,Evaluability Assessment,SAGE Publications Ltd,"Evaluation research, Social action programs",https://doi.org/10.4135/9781483384634,Michael S. Trevisan; Tamara M. Walser,9781483384634,,2015
,Evaluating Natural Language Processing Systems,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0027470,"Karen Sparck Jones, Julia R. Galliers",9783540684527,1083,1996
,Evaluating Programs to Increase Student Achievement,SAGE Publications Ltd,Educational evaluation,https://doi.org/10.4135/9781412990264,Martin H. Jason,9781412990264,2nd ed.,2008
,Evaluating Services for Survivors of Domestic Violence and Sexual Assault,SAGE Publications Ltd,Sexual abuse victims,https://doi.org/10.4135/9781412990141,Stephanie Riger; Sharon M Wasco; Paul A Schewe; Lisa Frohmann; Jennifer M Camacho; Rebecca Campbell; Larry Bennett,9781412990141,,2002
,Evaluating Sex Offenders,SAGE Publications Ltd,Sex offenders,https://doi.org/10.4135/9781412990059,Dennis M. Doren,9781412990059,,2002
,Evaluating Teaching,SAGE Publications Ltd,Teachers,https://doi.org/10.4135/9781412990202,James H. Stronge,9781412990202,2nd ed.,2006
,"Evaluating, Doing and Writing Research in Psychology",SAGE Publications Ltd,"Psychology, Research",https://doi.org/10.4135/9781849209106,Phillip Staines; Joel Michell; Philip Bell,9781849209106,,2001
,Evaluation Failures,SAGE Publications Ltd,Social sciences,https://doi.org/10.4135/9781544320021,Kylie Hutchinson,9781544320021,,2019
,Evaluation for the 21st Century,SAGE Publications Ltd,Evaluation research,https://doi.org/10.4135/9781483348896,William R. Shadish; Eleanor Chelimsky,9781483348896,,1997
,Evaluation Fundamentals,SAGE Publications Ltd,"Public health, Evaluation",https://doi.org/10.4135/9781412984140,Arlene Fink,9781412984140,2nd ed.,2004
,Evaluation in Action,SAGE Publications Ltd,Evaluation in Action,https://doi.org/10.4135/9781412990288,Melvin M. Mark; Jody Fitzpatrick; Christina Christie,9781412990288,,2009
,Evaluation Methodology Basics,SAGE Publications Ltd,Evaluation research,https://doi.org/10.4135/9781452230115,E. Jane Davidson,9781452230115,,2005
,Evaluation of Novel Approaches to Software Engineering,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-40223-5,"Ernesto Damiani, George Spanoudakis, Leszek A. Maciaszek",9783030402235,,2020
,Evaluation Practice for Projects with Young People,SAGE Publications Ltd,Youth,https://doi.org/10.4135/9781473917811,Kaz Stuart; Lucy Maynard; Caroline Rouncefield,9781473917811,,2015
,Evaluation Research,SAGE Publications Ltd,Evaluation research,https://doi.org/10.4135/9781849209113,Alan Clarke,9781849209113,,1999
,Evaluation Roots,SAGE Publications Ltd,Evaluation research,https://doi.org/10.4135/9781412984157,Marvin C. Alkin,9781412984157,,2004
,Evaluative Inquiry,SAGE Publications Ltd,Educational evaluation,https://doi.org/10.4135/9781412984171,Beverly A. Parsons,9781412984171,,2002
,Evaluator's Handbook,SAGE Publications Ltd,Evaluator's Handbook,https://doi.org/10.4135/9781412984188,Carol T. Fitz-Gibbon; Joan L. Herman; Lynn Lyons Morris,9781412984188,,1987
,Event Detection in Time Series,Synthesis Collection of Technology (R0),Database Management,https://doi.org/10.1007/978-3-031-75941-3,"Eduardo Ogasawara, Rebecca Salles, Fabio Porto, Esther Pacitti",9783031759413,,2025
,Event History Analysis,SAGE Publications Ltd,History Analysis,https://doi.org/10.4135/9781412984195,Paul D. Allison,9781412984195,,1984
,Event History and Survival Analysis,SAGE Publications Ltd,History Analysis,https://doi.org/10.4135/9781452270029,Paul D. Allison,9781452270029,2nd ed.,2014
,Event Mining For Explanatory Modeling,Association for Computing Machinery,Computer Science,https://dl.acm.org/doi/book/10.1145/3462257,"Laleh Jalali
Ramesh Jain",9781450384827,,2021
,Evidence and Evolution,Cambridge University Press,"Philosophy,Life Sciences, Genetics,Philosophy of Science",https://doi.org/10.1017/CBO9780511806285,Sober,9780511806285,,2012
,Evidence-Based Policy,SAGE Publications Ltd,"Policy sciences, Methodology",https://doi.org/10.4135/9781849209120,Ray Pawson,9781849209120,,2006
,Evidence-Based Public Health Practice,SAGE Publications Ltd,Public Health Practice,https://doi.org/10.4135/9781506335100,Arlene Fink,9781506335100,,2013
,Evolution and Biocomputation,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-59046-3,"Wolfgang Banzhaf, Frank H. Eeckman",9783540491767,899,1995
,"Evolution in Action: Past, Present and Future",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-39831-6,"Wolfgang Banzhaf, Betty H.C. Cheng, Kalyanmoy Deb, Kay E. Holekamp, Richard E. Lenski, Charles Ofria, Robert T. Pennock, William F. Punch, Danielle J. Whittaker",9783030398316,,2020
,Evolution of Galaxies Astronomical Observations,Springer,Physics,http://dx.doi.org/10.1007/3-540-51315-9,"I. Appenzeller, H. J. Habing, P. Léna",9783540461944,333,1989
,Evolution of Supply Chain Management,Springer US,"Operations Management, Manufacturing, Technology Management",http://link.springer.com/10.1007/b110025,"Chang,Yoon S.",9780306486968,,2004
,Evolution of the Vehicle Routing Problem,Synthesis Collection of Technology (R0),"Traffic Engineering, Optimization",https://doi.org/10.1007/978-3-031-18716-2,"Bruce Golden, Xingyin Wang, Edward Wasil",9783031187162,,2023
,Evolutionary Computation in Combinatorial Optimization,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-43680-3,"Luís Paquete, Christine Zarges",9783030436803,,2020
,Evolutionary Computing: AISB Workshop Brighton,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0032768,Terence C. Fogarty,9783540706717,1143,1996
,Evolutionary Computing: AISB Workshop Leeds,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-58483-8,Terence C. Fogarty,9783540489993,865,1994
,Evolutionary Computing: AISB Workshop Sheffield,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-60469-3,Terence C. Fogarty,9783540475156,993,1995
,Evolving Perspectives on ICTs in Global Souths,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-52014-4,"Don Rodney Junio, Cecile Koopman",9783030520144,,2020
,Exact Categories and Categories of Sheaves,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0058579,"Michael Barr, Pierre A. Grillet, Donovan H. Osdol",9783540369998,236,1971
,Exactly Solvable Problems in Condensed Matter and Relativistic Field Theory,Springer,Physics,http://dx.doi.org/10.1007/3-540-16075-2,"B. S. Shastry, S. S. Jha, V. Singh",9783540397540,242,1985
,Excel® VBA for Physicists — A Primer,Institute of Physics Publishing ,"Physcis , Mathematics and computation",https://iopscience.iop.org/book/978-1-6817-4461-2,"Liengme, B V",9781681744605,,2016
,Executable Modal and Temporal Logics,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-58976-7,"Michael Fisher, Richard Owens",9783540491682,897,1995
,Exercises in Computer Systems Analysis,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0021159,W. Everling,9783540379102,35,1975
,"Existence Families, Functional Calculi and Evolution Equations",Springer,Mathematics,http://dx.doi.org/10.1007/BFb0073401,Ralph deLaubenfels,9783540483229,1570,1994
,"Existence, Fiction, Assumption",De Gruyter,"Metaphysics, Ontology , Metaphysics, Ontology",http://www.degruyter.com/isbn/9783110453270,"Antonelli, Mauro / David, Marian",9783110453270,,2016
,Exosomes and MicroRNAs in Biomedical Science,Synthesis Collection of Technology (R0),Engineering,https://doi.org/10.1007/978-3-031-79177-2,"Hamed Mirzaei, Neda Rahimian, Hamid Reza Mirzaei, Javid Sadri Nahand, Michael R. Hamblin",9783031791772,,2022
,Experience Design,Bloomsbury Design Library,Industrial design,https://doi.org/10.5040/9781474246170?locatt=label:secondary_bloomsburyVisualArts,Peter Benz,9781474246170,,2015
,Experience Design,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02191-6,Marc Hassenzahl,9783031021916,,2010
,Experience Sampling Method,SAGE Publications Ltd,Experiential research,https://doi.org/10.4135/9781412984201,Mihaly Csikszentmihalyi; Joel M. Hektner; Jennifer A. Schmidt,9781412984201,,2007
,Experience-Centered Design,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02192-3,"Peter Wright, John McCarthy",9783031021923,,2010
,Experiences with Distributed Systems,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-19333-2,J. Nehmer,9783540391944,309,1988
,Experimental Design,SAGE Publications Ltd,Experimental design,https://doi.org/10.4135/9781483384733,Roger E. Kirk,9781483384733,4th ed.,2013
,Experimental Design and Analysis,SAGE Publications Ltd,Experimental Design,https://doi.org/10.4135/9781412984218,Steven R. Brown; Lawrence E. Melamed,9781412984218,,1990
,Experimental Design and the Analysis of Variance,SAGE Publications Ltd,Experimental Design,https://doi.org/10.4135/9781483348940,Robert K. Leik,9781483348940,,1997
,Experimental Evaluation Design for Program Improvement,SAGE Publications Ltd,Research-evaluation,https://doi.org/10.4135/9781506390079,Laura Peck,9781506390079,,2020
,"Experimental IR Meets Multilinguality, Multimodality, and Interaction",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-58219-7,"Avi Arampatzis, Evangelos Kanoulas, Theodora Tsikrika, Stefanos Vrochidis, Hideo Joho, Christina Lioma, Carsten Eickhoff, Aurélie Névéol, Linda Cappellato, Nicola Ferro",9783030582197,,2020
,Experimental Methods in Heavy Ion Physics,Springer,Physics,http://dx.doi.org/10.1007/3-540-08931-4,Klaus Bethge,9783540357360,83,1978
,Experimental Software Engineering Issues: Critical Assessment and Future Directions,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-57092-6,"H. Dieter Rombach, Victor R. Basili, Richard W. Selby",9783540479031,706,1993
,"Experimentation, Validation, and Uncertainty Analysis for Engineers",Wiley,"Physical Sciences & Engineering, Mechanical Engineering",https://onlinelibrary.wiley.com/doi/book/10.1002/9781119417989,Coleman,9781119417989,4th ed.,2018
,Expert Systems,SAGE Publications Ltd,Expert Systems,https://doi.org/10.4135/9781412984225,Edward E. Brent; Robert A. Benfer; Louanna Furbee,9781412984225,,1991
,Explainable and Interpretable Reinforcement Learning for Robotics,Synthesis Collection of Technology (R0),"Machine Learning, Mechatronics",https://doi.org/10.1007/978-3-031-47518-4,"Aaron M. Roth, Dinesh Manocha, Ram D. Sriram, Elham Tabassi",9783031475184,,2024
,Explainable Human-AI Interaction,Synthesis Collection of Technology (R0),Artificial Intelligence,https://doi.org/10.1007/978-3-031-03767-2,"Sarath Sreedharan, Anagha Kulkarni, Subbarao Kambhampati",9783031037672,,2022
,Explainable Machine Learning in Medicine,Synthesis Collection of Technology (R0),Biomedical Engineering,https://doi.org/10.1007/978-3-031-44877-5,"Karol Przystalski, Rohit M. Thanki",9783031448775,,2024
,Explainable Natural Language Processing,Synthesis Collection of Technology (R0),Artificial Intelligence,https://doi.org/10.1007/978-3-031-02180-0,Anders Søgaard,9783031021800,,2021
,"Explainable, Transparent Autonomous Agents and Multi-Agent Systems",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-51924-7,"Davide Calvaresi, Amro Najjar, Michael Winikoff, Kary Främling",9783030519247,,2020
,Explicit Constructions of Automorphic L-Functions,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0078125,"Stephen Gelbart, Ilya Piatetski-Shapiro, Stephen Rallis",9783540478805,1254,1987
,Explicit Formulas for Regularized Products and Series,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0074039,"Jay Jorgenson, Serge Lang, Dorian Goldfeld",9783540490418,1593,1994
,Explicit Symmetry Breaking in Electrodynamic Systems and Electromagnetic Radiation,Institute of Physics Publishing ,"Physcis , Classical physics",https://iopscience.iop.org/book/978-1-6817-4357-8,"Sinha, D",9781681743561,,2015
,Exploitation of a Ship's Magnetic Field Signatures,Synthesis Collection of Technology (R0),"Fields, Waves and Electromagnetics",https://doi.org/10.1007/978-3-031-01693-6,John J. Holmes,9783031016936,,2006
,Exploitation of Fine-Grain Parallelism,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0017665,Günter Böckle,9783540494171,942,1995
,"Exploitation: Perspectives from Philosophy, Politics, and Economics",Oxford University Press,Social & Political Philosophy,https://doi.org/10.1093/oso/9780190256951.001.0001,Ferguson et al,9780190256999,,2024
,Exploiting the Power of Group Differences,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-01913-5,Guozhu Dong,9783031019135,,2019
